,About the Creative City,Added Value
53,"About the Creative City: Detroit, a metropolis of more than 6 million inhabitants, is considered a hub for industrial design and the beating heart of creative industries in the state of Michigan (United States of America). In the light of its industrial past, Detroit has built itself as a cradle of American modernist design and as a global center for prolific designers, including Eames, Knoll, Saarinen and Yamasaki. The industry of design has been a driver for the city’s urban regeneration and represents today a significant lever for employment and an economic engine by employing more than 45,000 people and generating $US 2.5 billion in wages.
In view of its rich legacy in the automotive industry, Detroit hosts the International Auto Show Industry Days, drawing 5,000 automotive and design stakeholders from no less than 60 countries. The Society of Automotive Engineers Conference is a similarly popular event which explores the connections between engineering and industrial design. Detroit is also home to the Detroit Design Festival, the largest festival of design dedicated to freelance professionals in North America, showcasing 70 workshops and exhibitions annually attended by 500 designers worldwide.
To further nurture the vibrant sector of industrial design, the Detroit Creative Corridor Center (DC3) was opened in 2010 by the municipality. It has served ever since as the city’s advocacy organization by providing leadership, resources, data and analytics necessary to sustain the economic output and social impact of the city’s global creative economy. The main objective of DC3 is to give international recognition to Detroit as a global center of design, innovation and creativity.","Added Value: As a Creative City of Design, Detroit envisages:
nurturing the pivotal role of industrial design for the city by reinforcing public policies, notably with the establishment of the Detroit Council of Arts, Cultural Affairs and Creative Industries and the Michigan Design Council;
creating new enterprises and opportunities for designers, and encouraging the next generation to follow careers in the creative industries;
launching the DC3 Creative Industries Roundtable to foster synergy between public-private stakeholders in the field of design, in order to conduct collective research and coordinate efforts for more participatory and human-centred approaches to design;
involving other Creative Cities of Design in the Detroit Design Festival and Industry Days, to share best practices and experiences, notably on the linkages between design, manufacturing, regeneration of past industrial cities and sustainable urban development; and
opening competitions, including the Dlectricity, the CAMP Detroit and the Public Design Installation of the Detroit Design Festival, to emerging designers from the UCCN."
58,"About the Creative City: A true center for the creative industries for both amateur and established creators alike, Berlin has demonstrated remarkable social, economic and cultural achievements in the field of design. A crossroad of diverse backgrounds and histories, Berlin is celebrated for its design tradition and contemporary creations.
 
The Projekt Zukunft, originating in the Berlin Senate Department for Economics, Technology and Research, has notably had a key role in supporting the creative economy. Projekt Zukunft develops strategies for Berlin as a center for the arts; builds platforms for cultural exchanges; initiates networks for the digital and creative economy; organizes exchanges with businesses; develops new communication instruments; compiles studies; and implements innovative projects for the economy and the society as a whole.
 
There are five Arts Universities and numerous privately funded institutions in Berlin which offer a wide range of design-oriented educational opportunities. Thanks to these infrastructures, the city is home to more than 5,000 design students. Close relations with other institutions from around the world have created an excellent basis for exchange programs and international collaboration. 
 
There are also numerous regional and international networks for design and fashion in Berlin. A wide range of them are based in the city, including Create Berlin Network, the International Design Center Berlin, designpool and berlindesign.net.
 
The open-minded atmosphere in Berlin provides the ideal framework for internationally recognized trade fairs, festivals and platforms such as Design Mai, Update, the Berlin Photography Festival and the Walk of Fashion, all of which promote international exchange and support Berlin’s design.","Added Value: As a Creative City of Design, Berlin envisages: 
 
actively contributing to and participating in UCCN activities;
disseminating and sharing knowledge and lessons learnt in the field of design; and
exchanging and collaborating with both Cities of Design and the UCCN as a whole."
68,"About the Creative City: Torino has been one of Italy’s main industrial centres with the rise of the steel, mechanic, chemical, textile and automobile industries, which have dominated the city’s development for almost a century. Over the past few decades, the city has successfully transformed itself from an industrial centre to a creative hub. Torino’s knowledge of design and production processes, acquired through its industrial past, has laid the foundation for the future. Torino is one of the most dynamic cities in the cultural and creative field in Italy. The Creativity and culture field in Torino represents 9.1% of total Italian number of active bodies and companies, the third in Italy, with about 100,000 employees and people involved. In the metropolitan area, there are about 1,000 creative companies involving 47,000 employees and contributing with an annual revenue of 13 million Euro to the local creative economy.
In 2008, Torino was designated as World Design Capital and has, ever since, distinguished itself as a hub in this field. The city comprises seven universities and institutes offering high level design-related courses to around 100,000 students, namely the University of Torino, the Polytechnic of Torino, the Accademia Albertina of Fine Arts, the IED – European Institute of Design, the IAAD - Institute of Applied Arts and Design, and the University of Piemonte Orientale. In the design sector, the most important gatherings are the Artissima fair, the View Conference and Fest, Torino City of Design event, Operae – Independent Design festival, Salonedell’Auto, Torino Fashion Week. In addition, Torino is an UN and UNESCO centre with ILO, UNICRI, UNSSC and SIOI seats, as well as the Residences of the Royal House of Savoy and in the MAB with Collina Po being inscribed on the World Heritage List.
The promotion of creativity and sustainability, as well as the regeneration of urban spaces, are at the core of the city’s development. The municipality is committed to lead its policies towards improving the social and environmental conditions with design thinking by raising the whole design chain thanks to a design advisory board involving different stakeholders, to capitalize on the full synergic potential of working towards common goals with a common strategy on design. The city is also engaged to spread design culture inside the public administration decision making policies, as well as raise awareness among all citizens about the capacity of design knowledge and use to improve the cultural and social conditions and environments.","Added Value: As a Creative City of Design, Turin envisages:
multiplying cultural exchange programmes, residencies, workshops and seminars with other Creative Cities of Design to foster the mobility of artists;
organizing public events to enhance the city design chain by sharing experiences and raising awareness on the design added value for the citizens’ well-being;
nurturing cooperation with other Creative Cities of Design to support the international independent design through exhibitions and business opportunities;
generating new educational, employment and business opportunities for designers and companies through ICT to be shared at the international level."
69,"About the Creative City: The city of Bandung, capital of West Java Province in Indonesia and home to 2.5 million inhabitants, is an innovative hub for creativity and entrepreneurship. With many initiatives driven by the city’s young demographic, Bandung hosts a variety of workshops, conferences and festivals, all encouraging the development of creativity, prototypes and product design in particular. In fact, 56% of Bandung's economic activities are design-related, with fashion, graphic design and digital media being the top three subsectors in the local creative economy.
With eight urban villages now established as creative villages, Bandung has secured a deep understanding and established expertise in the development of creative cities. This knowledge is demonstrated by the variety of programmes and events organised by the city, such as Helarfest – one of the Bandung Creative City Forum's (BCCF) signature programmes aimed at fostering networks among creatives cities. The Creatives Cities Conference hosted by the city is also a key platform for discussing sustainable urban development and for sharing ideas, such as the attempts to find innovative ways of improving the sustainability of the city. Through the creation of the DesignAction. bdg workshop, Bandung hopes to find concrete solutions to urban issues through civic engagement by improving inclusive public spaces with design.
The Bandung Municipal Government has made a strong commitment to stimulating the creative economy through the implementation of new centres, industry areas, R&D support and events. Examples include a Regional Development Acceleration Innovation Program (PIPPK) and Melati credit system, which provides financial support to actors and incubates new creative industries. Launched in 2015, the Bandung Creative Centre (BCC) also functions as a hub for stakeholders at both the national and the international level for fostering the exchange of creative experiences and ideas.","Added Value: As a Creative City of Design, Bandung envisages:
establishing a thematic public park in Bandung dedicated to the UCCN, which will represent the Creative Cities in various artistic forms, as well as showcasing a diversity of urban cultures;
enhancing collaboration with other Creative Cities through creative festivals, joint events and workshops, notably by organizing an annual Asian-African Carnival with the aim of promoting underrepresented cities and South-South cooperation; and
establishing 30 Creative Hubs and supporting 100,000 new creative entrepreneurs over 5 years to enhance the local creative economy, notably through the Little Bandung Initiative, which will have a dedicated corner for exchange of joint products, workshops and events with other cities in the Network."
74,"About the Creative City: Since pre-modern times, Kobe has been a crossroads for the exchange of goods, cultures and information. In this way, the city has formed its own distinct culture by fusing together diverse elements and traditions from around the world.
The opening of the Kobe port in 1868 led to the development of urban resources by stimulating the development of exchanges and cultural melting, which has shaped the city’s image. Additionally, through the process of reconstruction following the Great Hanshin Earthquake of 1995, Kobe has learned the importance of strong interpersonal ties and the spirit of mutual aid, values that can be found in the city’s creative sector today.
Following Kobe’s designation as Creative City of Design, the former Raw Silk Testing Centre was renovated and transformed into the “Design and Creative Centre Kobe”, which serves as a hub for creativity and houses projects in line with Kobe’s Creative City programme. Aspiring to be a modern design city focusing on growth and the wellbeing of its citizens, Kobe believes that design has the power to communicate both beauty and empathy. Kobe is committed to using design as a tool to address the challenges facing today’s societies.","Added Value: As a Creative City of Design, Kobe envisages:
developing the art and culture festival “Kobe Biennale”, which gathers art from Japan and around the world;
hosting the creative workshop “Chibikkobe” at the Design and Creative Center (KIITO) that will bring together Kobe’s children and creators;
encouraging children to cultivate creativity by providing a variety of opportunities to engage on creative activities in cooperation with local people; and
promoting design thinking of city officials to enhance citizen service."
76,"About the Creative City: With a population of approximately 1,800,000 people, Curitiba is the eighth most populous city in Brazil, and the largest in the country’s Southern Region. 
 
Curitiba is a culturally rich city which gathers a great number of venues, events and artists in areas such as music, gastronomy, theater and design. The local creative industries support the tourism industry, generate innovation clusters and promote sustainable growth and development. 
 
Curitiba has diversified its economic development through strategic investments in the creative industries and has also engaged a broad network of stakeholders in building one of the most dynamic and modern design scenarios in Brazil.  
 
Recognizing design as an agent for urban transformation, relying on the engagement of all sectors and celebrating the accomplishments of its territory, Curitiba is reinventing itself and aims to improve the quality of life of its citizens through numerous creative economy initiatives.
 
Since the 1970s, Curitiba has become a national and international benchmark in innovation and urban culture. The city links the frenetic pace of a metropolis with concerns for the environment, the preservation of cultural heritage and the expansion of citizenship. Curitiba is also among the cities with the highest quality of life ratings in the country. Curitiba’s urban planning model combines land use and road systems and public transportation (TOD), allowing for a more humane, innovative and inclusive city centered on human beings.","Added Value: As a Creative City of Design, Curitiba envisages:
cooperating and exchanging experiences with the members of the UCCN in order to find innovative, creative solutions to address the main challenges facing cities;
hosting UCCN events involving all member cities; 
strengthening the City Programmes “Viva Mais Curitiba” and “Curitiba Criativa” which contribute to achieving the UCCN’s mission at the local level; and
improving communication and raising awareness on the UCCN’s achievements as well as on Curitiba´s participation in the Network."
82,"About the Creative City: A city of nearly 4 million inhabitants, Cape Town is endowed with abundant creative talent, a diverse and vibrant population, and a rich and complex history. Since the democratization process initiated in 1994, Cape Town has used creativity and design as tools in the ongoing process of rebuilding, reconnecting and repositioning the city to transform lives and to build a better, more resilient city for all. It is estimated that the creative industries contributed US$1 billion gross value added and provided approximately 27,760 jobs in Cape Town, amounting to 2.2% of the total formal employment in the city in 2014.
Cape Town's growing reputation in the eld of design is supported by nine major annual design-related events and a spectrum of smaller, more focused design events held throughout the year. The Open Design Festival links design to innovation, education and community. Since 2013, this 12-day festival attracts around 8,000 people each year. Complimenting this, the globally acclaimed Design Indaba Festival empowers people to create a better future through design and creativity, and attracts an audience in excess of 10,000 people.
As the rst World Design Capital from the developing world, focus was placed in Cape Town on applying transformative design to create solutions to address urban challenges. Currently, there is greater emphasis placed on creativity and culture as critical components in the development of an active citizenry, environmental sustainability, social cohesion, economic growth, and community building. Cape Town is committed to democratising design, strengthening the local and international design-ecosystem, embedding design-led innovation into the city administration, and using design as a problem-solving tool for urban challenges to improve the lives of its inhabitants.","Added Value: As a Creative City of Design, Cape Town envisages:
working closely with cities in The Network to share ideas, challenges and successes related to the use of design in building sustainable and resilient cities, notably to support the development of a design-led innovation strategy for Cape Town;
using local events as powerful engines to share experiences, knowledge and best practice with diverse local and international audiences and design practitioners;
enhancing the position of Cape Town as an ideas and innovation capital for Africa;
establishing the Cape Town Global Academy, resulting from a public-private partnership with the City of Atlanta, and focusing on urban future and creative cities;
building a more inclusive, integrated and vibrant city through the Transit Design Programme focusing on transport and mobility initiatives; and
implementing the Integrated Community Programme aimed at using culture, creativity, design and design thinking principles to improve the lives of the people in Cape Town."
91,"About the Creative City: The city of Asahikawa is located on the west side of Mount Asahidake and lies within the Kamikawa basin in the central part of Hokkaido. With a population of 335,323, Asahikawa is both a transportation and distribution hub, and has the largest concentration of industries in northern Hokkaido. Blessed with an abundance of resources, Asahikawa is a major distributor of wooden furniture and crafts. The city especially puts focus on designing furniture that suits people’s everyday needs. Asahikawa aspires to be a creative city of design that encourages interaction between domestic and overseas designers, supports a conducive environment for raising the next generation of artisans and works towards sustainable urban development.
Through competitions, international exchange and innovation in furniture design, Asahikawa has advanced its capabilities in technique and design. Every three years, the city holds the International Design Forum Asahikawa, welcoming designers from around the world to produce innovative wooden furniture designs, some of which are commercialized.
Preserving traditional crafts and strengthening modern design is managed through a variety of institutions and local initiatives. The city has adopted the IFI Interior Declaration in 2017, establishing its long-term commitment to promoting and creating a design industry whose practices support the environment and their local communities. Traditional wood carving designs of the Ainu people displayed at the Kawamura Kaneto Ainu Memorial Hall continue to hold great significance within the region due to their influence upon modern art and crafts. In order to support contemporary designers, the city has implemented two projects: a programme to pass on craft skills to successors, and a human resource development project to sustain the craft industry. To broaden opportunities and promote interaction between designers, Asahikawa will also host the Asahikawa artist in residence programme as a part of the International Furniture Design Fair Asahikawa.","Added Value: As a Creative City of Design, Asahikawa envisages:
developing a global hub where design is incorporated into various industries;
fostering creative tourism by using a combination of design and the city’s various cultural assets;
introducing design education to young people so that the city will be able to maintain sustainable development;
encouraging collaboration with creative cities to strengthen international cooperation through the power of design and the city’s aesthetic appeal;
organizing training programmes to create opportunities for designers, especially those from Asia and developing countries; and
hosting an international conference centered on Asia to discuss the potential of design and creativity."
94,"About the Creative City: With its 4,947,490 inhabitants, San José, the capital of Costa Rica, is the cultural epicentre of the country. It concentrates 76.8% of national design that accounts for 1.06% of the country's GDP. The city is characterized by its inter-disciplinary, collaborative and social vision. San José has a School of Industrial Design Engineering, a Museum of Contemporary Art and Design, 28 innovation centres and travelling Fab Labs.
Through the organization of seven annual International Design Festivals (FID), the city has incorporated the World Design Agenda. Between 2011 and 2017, the FID, in the spotlight, has inspired the regional creative community with its international scope and energized several creative sectors. The Mercado Tropical event has been used since 2012 to promote the most innovative products and local consumption. Events such as D10 and Responsible Design revitalize the vision of creators.
In 2008, the design sector was declared of national public interest and saw the birth of the Incentivar para Innovar con Diseño programme to train entrepreneurs in business design.
Since 2010, the Economy and Culture Unit has been generating indicators and statistics relating to the field of design at the national level. For its part, the Chamber of Commerce's Núcleo Empresarial de Diseño, launched in 2019, brings together eleven companies that design innovative products related to general services, light industry, information technology and sustainable tourism.","Added Value: As a Creative City of Design, San José envisages:
launching the SJODiseña Programme, whose objective is to activate funds intended for the incubation of design companies and to interconnect the country's cultural platforms;
creating a Social Design Centre with the aim of developing projects capable of contributing to the improvement of the urban environment in its socio-cultural, economic and environmental dimensions;
launching the Chant Programme with the aim of organizing a biennial creative festival focused on young people from vulnerable communities, so as to promote creativity, self-management and empowerment, intergenerational exchange, and cultures;
extending the Creative Industries Encounters by inviting international speakers on cities and creative industries, setting up networking platforms (local, international and inter-cultural), and developing workshops with members of the UCCN in connection with sustainable urban development;
organizing the first Design Week to promote cross-disciplinary design, technologies and life sciences, in collaboration with Panama City, Medellín and a European Creative City; and
collaborating with the Copenhagen Institute of Interaction Design to implement the annual Interaction Design Program, dedicated to design research and education."
99,"About the Creative City: Located in the heartland of China, Wuhan is a large city of 10.76 million inhabitants and the capital of Hubei province. Famous for its 3,500 years of cultural history, the city is the cradle of urban civilisation in the Yangtze River basin and the oriental tea harbour of the ancient Tea Road.Wuhan is known for its expertise in bridge and high-speed rail engineering, resilient urban planning and high-tech industries. 50% of the world’s long-span bridges and 60% of China’s high-speed railways were designed by Wuhan designers. Creative industries represent an important mainstay of the local economy with an added-value of US$13,07 billion (2016), accounting for 7.47% of the city’s GDP.
Creative design is at the core of Wuhan’s cultural agenda, which includes the large-scale Wuhan Design Biennale, focusing on cross-cutting approaches between art and technologies. The city also hosted the first New Media, Animation and Game Expo in China, establishing a key cooperation platform for Chinese, Japanese and Korean experts and professionals. Wuhan also hosted the 10th International Garden Exhibition on landscape design, which attracted the participation of 92 cities and an audience over 2.4 million. As a result of the exhibition, the Jinkou landfill, a large MSW area, has been regenerated through green and low-carbon designs and benefited over 100,000 residents.
Wuhan continuously introduces programmes to create a conducive environment for creative designers, including the Qingtong Plan, which has supported young creative entrepreneurs by establishing 73 dedicated districts and 217 incubators. The City has also effectively implemented a plan to transform Wuhan into a city of creative design, to accelerate the development of creative industries and give a new momentum to economic growth based on culture and innovation.","Added Value: As a Creative City of Design, Wuhan envisages:
revitalising the heritage districts of the Yangtze River banks with a City of Design Demonstration Zone, which will focus on urban ecology and cultural history through creative design-led activities;
enriching the programme of the Wuhan Design Biennale by dedicating a UCCN members exhibition area, showcasing cross-cutting approaches, facilitating interactive sessions and further supporting young designers;
enhancing urban quality of life by establishing 100 creative communities through creative design;
sharing knowledge on urban ecologies, conservation of great rivers cities, with other relevant Creative Cities through the Great Rivers Forum;
implementing the Skill-Development Programme for Young African Creative Designers to subsidise 20 young African designers, per year, to study and intern in Wuhan; and
developing the Wuhan Design and Innovation Institute for design education and training, aimed at enhancing scientific research and knowledge-sharing with other Creative Cities of Design."
109,"About the Creative City: Shenzhen is a major design hub and one of the leading design cities in China. The city, which used to be an ordinary border town neighbouring Hong Kong, was chosen as China's first special economic zone on August 26th, 1980. As the vanguard spearheading China's reform and opening-up policy, the city has been regarded as the model for the country's economic success over the past three decades. The concept of modern Chinese design was gradually created in Shenzhen and has increasingly become a part of the city and its residents.
Shenzhen has more than 6,000 design firms accounting for 100,000 employees, creating a yearly output of around 11 billion Yuan (US$1.54 billion). Designers in Shenzhen cover various design fields such as graphic design, industry design, interior and architectural design, fashion design, toy design, jewellery design, crafts design, etc. The city has become China’s largest production base for women’s clothing. More than 30,000 designers work for more than 800 Chinese fashion brands.
The capacity for innovation is strong in Shenzhen. Nowadays the city is recognized as one of the comprehensive Chinese bases for high-tech industries and an important center for the development of intellectual property rights. About 40,000 patents are granted to Shenzhen enterprises annually, half of which are concerned with innovative designs.","Added Value: As a Creative City of Design, Shenzhen envisages
organizing the Shenzhen Design Award for Young Talents (SZDAY), involving all members of the Network, targeting young designers under 35. The award focuses on the contributions of creativity to environmental sustainability, social and economic development and the quality of living in cities. Furthermore, the SZDAY aims to encourage exchange between young talents from different countries, inspire cooperation between creative cities and nurture the sharing of experiences and ideas for developing creative and cultural industries;
hosting the annual Graphic Design Biennale Exhibition in China, one of the most influential graphic design events in China; and
organizing international conferences on a regular basis such as the International Conference on Creative Design for Sustainable Development, held in Paris, involving other Creative Cities."
116,"About the Creative City: As the capital city of Vietnam, home to 7.9 million people, Hanoi has a multi-layered culture with creativity at its heart. The city is embracing a new economic and urban development model driven by creative design, which honors both its youthful population, its craft heritage and the growth of technology. Every year, Hanoi sees some 5,000 new graduates within design and technology fields - with an increasing number of initiatives fostering youth talent. In 2018, Hanoi’s creative industries contributed around $US 1.49 billion to its Gross Regional Domestic Product, accounting for 3.7 per cent.
Hanoi hosts the Annual Conference on Investment & Development Cooperation; VietBuild Hanoi invites creative designers from 18 countries to exhibit examples of smart tech, architecture and infrastructure, whilst the international art exhibition ‘Hanoi March Connecting’ puts the spotlight on creative practice, and, in particular, Hanoi’s schools of art and design. The Hanoi Festival of Creative Design, an annual event, encompasses a series of activities for industry professionals and the public, highlighting the innovations in creative design from within Hanoi and across the globe.
The city is investing $US 1.2 billion in socio-cultural development, with numerous projects supporting design events including the Vietnam Festival of Media and Design presented by RMIT in collaboration with UNESCO and VICAS; and film events like Hanoi International Film Festival; as well as creative design events from museums, galleries and cultural spaces. An equally important priority is using design to promote and protect Hanoi’s cultural heritage. This will be achieved by creating collaborations between contemporary designers and artisans to develop products for new markets, enhancing branding, and developing a contemporary approach to display and curation.","Added Value: As a Creative City of Design, Hanoi envisages:
embracing sustainable development informed by empathic design and innovation in order to benefit society;
supporting a network of creative spaces that foster future creative talent in the fields of design and technology;
creating an ambitious programme of creative events that will advance and protect Hanoi’s cultural heritage;
participating in projects and strategies within the UCCN, to promote creative design thinking and sustainable urban development;
exchanging knowledge with Creative Cities of Design and promoting design and innovation across Southeast Asia; and
developing a creative educational framework to develop graduates with skills for the new economy."
120,"About the Creative City: At the heart of the Philippine archipelago, for the last 500 years, the city of Cebu, home to a population of 923,000, has been a hub of trade, culture and innovation. Traditionally known for furniture, arts and crafts, and fashion design, it is generally considered to be the country’s design capital. Moreover, in recent years, Cebu has also become a global hub for multimedia arts and IT outsourcing. In 2008, Cebu was designated a British Council Creative City of Design and was the ASEAN City of Culture in 2015.
Cebu City has always been very supportive of the arts, best epitomized by Sinulog - the country's longest-running festival that attracts 2 million visitors annually, showcasing Cebuano heritage and imagination. June 2018 saw the launch of the first Cebu Design Week (CDW), a multi-disciplinary, multi-format series of events which aimed to connect the fragmented creative ecosystem, providing opportunities for the creation, collaboration and development of long-term platforms for sustainable development. In partnership with Cebu Business Month, these events are perhaps the most significant owing to their promoting of cross-sectoral collaborations and multi-disciplinary approaches to achieving unique and effective results that are socially-inclusive, environmentally-respectful and economically-sustainable.
It is estimated that the creative industries account for $ US 550 million in revenue, representing 6% of Cebu’s GDP. This sector comprises over 1,300 companies, providing employment for approximately 50,000 individuals. Given its significance within the local community, the city hosts a variety of initiatives including the Cebu Heritage Week, Cebu Arts Week and the Cebu Public Library City to support and enhance local cultural industries. Beyond the numbers, the importance and dynamism of design in Cebu is even more compelling. Long a melting pot of local and international talent, Cebu's design scene has more than kept pace with the rapid development of the city. Already in its 4th generation, Cebu's designers have also honed a native yet global aesthetic that respects the past, celebrates the present and anticipates the future.","Added Value: As a Creative City of Design, Cebu envisages:
optimizing the creative ecosystem via the Creative Cebu Grid to reinforce the Creative Cebu Portal and Cebu Design Week;
evolving the Creative Cebu Infrastructure by adaptively upgrading existing spaces and establishing NEWD – The Cebu Newseum of Design;
promoting international cooperation by bringing Cebu exhibits to UCCN member cities and by hosting events in Cebu;
supporting underprivileged, talented young Cebuano designers by giving them the opportunity to be involved in events organized by UCCN cities abroad; and
fostering longer term cross-border learning by launching reciprocal internship programmes in addition to inviting foreign experts for residency programmes in Cebu."
121,"About the Creative City: Seoul is the capital city of Korea and is the social, economic and cultural centre of the country. With approximately 73 percent of Korean designers concentrated in Seoul, the city is at the heart of the national design scene. Seoul’s design sector focuses on various IT related devices, digital home appliances, the automotive industry as well as various cultural and economic activities to serve over 10 million city residents.
Design connects industries and new value creators. The Government of Seoul is therefore supporting technological development through linking its design companies with the city’s leading industries. In particular, the Dongdaemun Design Plaza (DDP), designed by Zaha Hadid, was created as a cultural hub at the centre of the busiest and most historic district of Seoul. This mega infrastructure, dedicated to design and the creative industries, has revitalized the economy of the district. The 86,574m² DDP comprises a Design Museum, an Art Hall and a Design Lab including a design library and educational design facilities.
In recent years, over 170,000 jobs have been generated within Seoul’s design industry alone. Nearly a third of these jobs are in the manufacturing and design consultancy sectors; another third are in fashion design. Moreover, Seoul is home to thousands of advertising specialists, architects, game designers and digital content developers.
A city’s creative output is based on its identity. Seoul’s greatest strength is its ability to celebrate diversity. Achieving remarkable growth within a short period of time was made possible by people’s ability to embrace diverse values and deal positively with the conflicts and compromises that emerge in such a process.","Added Value: As a Creative City of Design, Seoul envisages:
developing the goal of transitioning the Creative Cities into healthy and sustainable places through the knowledge sharing and exchange;
promoting industrial exchange to cooperatively overcome the challenges of the information era;
communicating on Seoul’s urban achievements through policy exchange; and 
carrying out student exchanges in order to foster creativity."
122,"About the Creative City: Home to 92,323 inhabitants, Muharraq is a pioneer city where the combination of history, art and architecture serves as the primary inspiration to revamp the urban life. With its Arabic character combined with international standards of modernity, Muharraq plays a very important role in the region. Cultural facilities and infrastructure are well developed in Muharraq thanks to continuous investment since the beginning of this century. The city’s cultural and creative industries, such as the traditional pearl jewellery design and calligraphy, are embedded and integrated into its contemporary city life and visible in the urban fabric. Architectural design and urban layout are other dimension of the city’s close connection to design, creating its unique street pattern.
Muharraq presents many opportunities for creativity through various public events, including the Spring of Culture and the Heritage Festival. During these festivals, workshops focusing on design, creativity and various forms of art are held, providing key opportunities for artists to share knowledge and develop new skills. These festivals also provide meeting points for a wide range of practitioners well beyond Muharraq, as well as serve to reskill Bahrainis, build cultural confidence and create synergies on an international level.
The development of the city intensively relies on the strong union of heritage and creativity. These two pillars strengthen identity and belonging within the communities, while helping face the challenges of future in a creative way. In the last decade, the Government of Bahrain has invested in culture initiative and has apportioned a significant amount for financial support to cultural investment. This has enabled Muharraq to become a city of many inspirational design projects, with effects reaching beyond the region. With this additional funding, initiatives including Studio 244 have been launched, providing co-working spaces and venues to discuss, elaborate and raise awareness on contemporary discourses in culture, design, art and knowledge.","Added Value: As a Creative City of Design, Muharraq envisages:
ensuring sustainable development in line with 2030 Agenda for Sustainable Development, with the central theme of heritage and creativity;
establishing partnerships with other creative cities and supporting awareness raising activities on a regional level;
continuing reskilling Bahrainis and building cultural confidence through encouraging synergies between cities, countries, geographical regions, and between creative disciplines;
keeping local communities involved and ensuring continuous communication between the creative field practitioners and local communities;
enabling creative working spaces and ensuring the support programmes aimed at creative field practitioners and designers; and
promoting public-private partnerships in the field of design through participation in the Dubai Expo, and the organization of the Arab Creative Cities Festival, among others."
132,"About the Creative City: With more than 800 years of creative design informing its modern lives, Whanganui is a place where creativity is strengthened by history and elevated by a desire for innovation and social progress. With over 48,000 inhabitants, the city has a diverse and accomplished population of creatives who contribute vitality to its community and whose work expresses Whanganui’s relationship with its environment, cultural heritage and aspirational future. With an increasingly diverse population, 26% of which is Māori, a powerful contribution to the city’s identity, the city celebrates each new influence to its creative profile. Creative industries generate USD 29 million annually for the city, with an additional USD 15.9 million generated by creative and heritage tourism. Based on a 2021 heritage analysis it is estimated that heritage built assets are worth USD 63.27 million. Whanganui’s well established community of creatives, its reputation as a place rich in inspiration and wealth of educational opportunities attract designers and artists to the city and create an environment that nurtures and values them. UCOL Whanganui School of Creative Industries is an active centre for tertiary design education, attracting local, national and international students, with experienced teaching practitioners from around the world. The school offers a broad range of courses including Master of Design, Postgraduate Diploma of Design, Bachelor of Design and Arts Visual Arts, Design Media & Textile/Fashion Design, NZ Diploma in Arts & Design, and NZ Certificate in Arts & Design. Whilst at a community level, Whanganui Community Education offer entry level courses in design, printing, drawing, furniture and raranga (weaving). This caters for both hobbyists and as introduction for locals who progress to a professional level, expanding the role of creatives and enriching the lives of Whanganui’s residents.","Added Value: As a Creative City of Design, the following steps will be important:
	• Sharing knowledge and acting as a conduit for creative communities and ideas to connect;
	• Celebrating the city’s indigenous cultural heritage and ensuring it is afforded respect and consideration as the foundation for its creativity, making sure Māori voices are heard and reflected in the city’s creative identity; • Exercising care for the city’s environment and using design to enhance the mana of its land, community and people;
	• Championing the value of creativity and artistic endeavor through example and supporting the expression of creativity as valuable and life-enhancing;
	• Making grants accessible to the creative community so that the creatives have support to develop and refine their skills and lead prosperous lives; and
	• Using design to shape and better the city, making social spaces accessible, inclusive and welcoming."
138,"About the Creative City: Doha, Qatar’s capital, began as a port settlement in a desert land with pearl diving, fishing and sea trade, has since embraced a rapid path of modernization. The city preserves traditions, heritage, culture and art, alongside impressive architecture and technological investment with evermore focus on design. The city’s cultural assets include the Museum of Islamic Art, showcasing 14 centuries of art from Qatar and elsewhere, and the National Museum of Qatar, providing insights into the country’s past, present and future with the futuristic shape of a desert rose. The city is also undertaking many more modern development projects such as Burj Doha, Msheireb Downtown Doha, the impressive Education City Stadium and Khalifa International Stadium, which showcases the country’s dedication to promoting sports along with design and many other elements of sustainable development, which set a new standard for sustainable design.","Added Value: As a Creative City of Design, the following steps will be important:
 Maximizing opportunities for those interested in the field of design to engage in education, workshops or initiatives, with minimal barriers to entry;
 Creating more job opportunities in the field of design at all levels, from apprenticeships to supporting career growth to management;
 Supporting crossover and synergies between design and other creative fields of the Network by fostering crosscutting initiatives and events;
 Actively pursuing cooperation and discussion with other Creative Cities in the Network to support learning and development in the field of design; and
 Supporting local efforts and professionals in design and creating hubs for designers."
